The model has 22,673,341 trainable parameters
Epoch: 01 | Time: 0m 47s
	Train Loss: 2.579 | Train PPL: 13.187
	 Val. Loss: 3.609 |  Val. PPL: 36.938
Epoch: 17 | Time: 0m 48s
	Train Loss: 2.492 | Train PPL: 12.091
	 Val. Loss: 3.609 |  Val. PPL: 36.932
Epoch: 18 | Time: 0m 49s
	Train Loss: 2.383 | Train PPL: 10.842
	 Val. Loss: 3.559 |  Val. PPL: 35.114
Epoch: 19 | Time: 0m 48s
	Train Loss: 2.293 | Train PPL: 9.905
	 Val. Loss: 3.600 |  Val. PPL: 36.595
Epoch: 20 | Time: 0m 48s
	Train Loss: 2.213 | Train PPL: 9.142
	 Val. Loss: 3.559 |  Val. PPL: 35.112
Epoch: 21 | Time: 0m 47s
	Train Loss: 2.134 | Train PPL: 8.452
	 Val. Loss: 3.556 |  Val. PPL: 35.005
Epoch: 22 | Time: 0m 48s
	Train Loss: 2.071 | Train PPL: 7.933
	 Val. Loss: 3.513 |  Val. PPL: 33.532
Epoch: 23 | Time: 0m 47s
	Train Loss: 2.003 | Train PPL: 7.408
	 Val. Loss: 3.490 |  Val. PPL: 32.781
Epoch: 24 | Time: 0m 48s
	Train Loss: 1.919 | Train PPL: 6.816
	 Val. Loss: 3.552 |  Val. PPL: 34.878
Epoch: 25 | Time: 0m 47s
	Train Loss: 1.851 | Train PPL: 6.366
	 Val. Loss: 3.562 |  Val. PPL: 35.232
Epoch: 26 | Time: 0m 49s
	Train Loss: 1.773 | Train PPL: 5.891
	 Val. Loss: 3.544 |  Val. PPL: 34.611
Epoch: 27 | Time: 0m 49s
	Train Loss: 1.718 | Train PPL: 5.575
	 Val. Loss: 3.574 |  Val. PPL: 35.642
Epoch: 28 | Time: 0m 48s
	Train Loss: 1.668 | Train PPL: 5.300
	 Val. Loss: 3.559 |  Val. PPL: 35.115
Epoch: 29 | Time: 0m 48s
	Train Loss: 1.597 | Train PPL: 4.938
	 Val. Loss: 3.653 |  Val. PPL: 38.573
Epoch: 30 | Time: 0m 48s
	Train Loss: 1.567 | Train PPL: 4.792
	 Val. Loss: 3.619 |  Val. PPL: 37.302
Epoch: 31 | Time: 0m 48s
	Train Loss: 1.498 | Train PPL: 4.475
	 Val. Loss: 3.679 |  Val. PPL: 39.610
Epoch: 32 | Time: 0m 48s
	Train Loss: 1.445 | Train PPL: 4.241
	 Val. Loss: 3.692 |  Val. PPL: 40.111
Epoch: 33 | Time: 0m 48s
	Train Loss: 1.377 | Train PPL: 3.962
	 Val. Loss: 3.712 |  Val. PPL: 40.926
Epoch: 34 | Time: 0m 48s
	Train Loss: 1.342 | Train PPL: 3.827
	 Val. Loss: 3.681 |  Val. PPL: 39.689
Epoch: 35 | Time: 0m 47s
	Train Loss: 1.300 | Train PPL: 3.670
	 Val. Loss: 3.747 |  Val. PPL: 42.406
Epoch: 36 | Time: 0m 47s
	Train Loss: 1.249 | Train PPL: 3.486
	 Val. Loss: 3.821 |  Val. PPL: 45.655
Epoch: 37 | Time: 0m 49s
	Train Loss: 1.222 | Train PPL: 3.392
	 Val. Loss: 3.813 |  Val. PPL: 45.277
Epoch: 38 | Time: 0m 49s
	Train Loss: 1.177 | Train PPL: 3.243
	 Val. Loss: 3.842 |  Val. PPL: 46.615
Epoch: 39 | Time: 0m 48s
	Train Loss: 1.134 | Train PPL: 3.109
	 Val. Loss: 3.875 |  Val. PPL: 48.193
Epoch: 40 | Time: 0m 48s
	Train Loss: 1.098 | Train PPL: 3.000
	 Val. Loss: 3.887 |  Val. PPL: 48.757
Epoch: 41 | Time: 0m 48s
	Train Loss: 1.052 | Train PPL: 2.863
	 Val. Loss: 3.972 |  Val. PPL: 53.070
Epoch: 42 | Time: 0m 48s
	Train Loss: 1.034 | Train PPL: 2.813
	 Val. Loss: 3.937 |  Val. PPL: 51.276
Epoch: 43 | Time: 0m 47s
	Train Loss: 0.976 | Train PPL: 2.654
	 Val. Loss: 4.017 |  Val. PPL: 55.553
Epoch: 44 | Time: 0m 48s
	Train Loss: 0.960 | Train PPL: 2.612
	 Val. Loss: 4.011 |  Val. PPL: 55.193
Epoch: 45 | Time: 0m 48s
	Train Loss: 0.924 | Train PPL: 2.519
	 Val. Loss: 4.029 |  Val. PPL: 56.187
Epoch: 46 | Time: 0m 48s
	Train Loss: 0.891 | Train PPL: 2.437
	 Val. Loss: 4.095 |  Val. PPL: 60.049
Epoch: 47 | Time: 0m 48s
	Train Loss: 0.873 | Train PPL: 2.394
	 Val. Loss: 4.148 |  Val. PPL: 63.282
Epoch: 48 | Time: 0m 48s
	Train Loss: 0.834 | Train PPL: 2.303
	 Val. Loss: 4.167 |  Val. PPL: 64.531
Epoch: 49 | Time: 0m 48s
	Train Loss: 0.821 | Train PPL: 2.273
	 Val. Loss: 4.202 |  Val. PPL: 66.810
Epoch: 50 | Time: 0m 49s
	Train Loss: 0.796 | Train PPL: 2.217
	 Val. Loss: 4.287 |  Val. PPL: 72.775
