The model has 73,103,293 trainable parameters
Epoch: 01 | Time: 2m 4s
	Train Loss: 4.910 | Train PPL: 135.706
	 Val. Loss: 4.896 |  Val. PPL: 133.688
Epoch: 21 | Time: 2m 6s
	Train Loss: 4.909 | Train PPL: 135.448
	 Val. Loss: 4.903 |  Val. PPL: 134.754
Epoch: 22 | Time: 2m 5s
	Train Loss: 4.906 | Train PPL: 135.127
	 Val. Loss: 4.902 |  Val. PPL: 134.498
Epoch: 23 | Time: 2m 6s
	Train Loss: 4.905 | Train PPL: 134.925
	 Val. Loss: 4.901 |  Val. PPL: 134.409
Epoch: 24 | Time: 2m 6s
	Train Loss: 4.903 | Train PPL: 134.664
	 Val. Loss: 4.901 |  Val. PPL: 134.411
Epoch: 25 | Time: 2m 5s
	Train Loss: 4.901 | Train PPL: 134.424
	 Val. Loss: 4.906 |  Val. PPL: 135.054
Epoch: 26 | Time: 2m 5s
	Train Loss: 4.899 | Train PPL: 134.124
	 Val. Loss: 4.902 |  Val. PPL: 134.607
Epoch: 27 | Time: 2m 5s
	Train Loss: 4.897 | Train PPL: 133.936
	 Val. Loss: 4.908 |  Val. PPL: 135.320
Epoch: 28 | Time: 2m 5s
	Train Loss: 4.896 | Train PPL: 133.723
	 Val. Loss: 4.913 |  Val. PPL: 136.053
Epoch: 29 | Time: 2m 5s
	Train Loss: 4.895 | Train PPL: 133.557
	 Val. Loss: 4.917 |  Val. PPL: 136.543
Epoch: 30 | Time: 2m 6s
	Train Loss: 4.893 | Train PPL: 133.398
	 Val. Loss: 4.913 |  Val. PPL: 136.105
Epoch: 31 | Time: 2m 5s
	Train Loss: 4.892 | Train PPL: 133.183
	 Val. Loss: 4.916 |  Val. PPL: 136.452
Epoch: 32 | Time: 2m 5s
	Train Loss: 4.890 | Train PPL: 132.948
	 Val. Loss: 4.920 |  Val. PPL: 137.067
Epoch: 33 | Time: 2m 5s
	Train Loss: 4.889 | Train PPL: 132.764
	 Val. Loss: 4.918 |  Val. PPL: 136.769
Epoch: 34 | Time: 2m 5s
	Train Loss: 4.887 | Train PPL: 132.604
	 Val. Loss: 4.923 |  Val. PPL: 137.430
Epoch: 35 | Time: 2m 5s
	Train Loss: 4.887 | Train PPL: 132.519
	 Val. Loss: 4.925 |  Val. PPL: 137.676
Epoch: 36 | Time: 2m 5s
	Train Loss: 4.885 | Train PPL: 132.261
	 Val. Loss: 4.923 |  Val. PPL: 137.371
Epoch: 37 | Time: 2m 5s
	Train Loss: 4.884 | Train PPL: 132.129
	 Val. Loss: 4.926 |  Val. PPL: 137.870
Epoch: 38 | Time: 2m 5s
	Train Loss: 4.883 | Train PPL: 132.003
	 Val. Loss: 4.926 |  Val. PPL: 137.871
Epoch: 39 | Time: 2m 5s
	Train Loss: 4.882 | Train PPL: 131.867
	 Val. Loss: 4.932 |  Val. PPL: 138.682
Epoch: 40 | Time: 2m 4s
	Train Loss: 4.881 | Train PPL: 131.708
	 Val. Loss: 4.931 |  Val. PPL: 138.506
Epoch: 41 | Time: 2m 5s
	Train Loss: 4.880 | Train PPL: 131.628
	 Val. Loss: 4.930 |  Val. PPL: 138.435
Epoch: 42 | Time: 2m 5s
	Train Loss: 4.879 | Train PPL: 131.513
	 Val. Loss: 4.936 |  Val. PPL: 139.190
Epoch: 43 | Time: 2m 6s
	Train Loss: 4.878 | Train PPL: 131.383
	 Val. Loss: 4.936 |  Val. PPL: 139.265
Epoch: 44 | Time: 2m 5s
	Train Loss: 4.877 | Train PPL: 131.236
	 Val. Loss: 4.939 |  Val. PPL: 139.658
Epoch: 45 | Time: 2m 5s
	Train Loss: 4.877 | Train PPL: 131.179
	 Val. Loss: 4.938 |  Val. PPL: 139.432
Epoch: 46 | Time: 2m 6s
	Train Loss: 4.876 | Train PPL: 131.088
	 Val. Loss: 4.941 |  Val. PPL: 139.913
Epoch: 47 | Time: 2m 5s
	Train Loss: 4.875 | Train PPL: 130.946
	 Val. Loss: 4.941 |  Val. PPL: 139.936
Epoch: 48 | Time: 2m 5s
	Train Loss: 4.874 | Train PPL: 130.906
	 Val. Loss: 4.941 |  Val. PPL: 139.850
Epoch: 49 | Time: 2m 5s
	Train Loss: 4.873 | Train PPL: 130.749
	 Val. Loss: 4.942 |  Val. PPL: 140.099
Epoch: 50 | Time: 2m 6s
	Train Loss: 4.873 | Train PPL: 130.688
	 Val. Loss: 4.943 |  Val. PPL: 140.196
