The model has 9,523,901 trainable parameters
Epoch: 01 | Time: 0m 26s
	Train Loss: 2.317 | Train PPL: 10.149
	 Val. Loss: 3.447 |  Val. PPL: 31.392
Epoch: 20 | Time: 0m 26s
	Train Loss: 2.232 | Train PPL: 9.315
	 Val. Loss: 3.441 |  Val. PPL: 31.211
Epoch: 21 | Time: 0m 26s
	Train Loss: 2.141 | Train PPL: 8.506
	 Val. Loss: 3.443 |  Val. PPL: 31.290
Epoch: 22 | Time: 0m 25s
	Train Loss: 2.067 | Train PPL: 7.904
	 Val. Loss: 3.479 |  Val. PPL: 32.432
Epoch: 23 | Time: 0m 26s
	Train Loss: 1.996 | Train PPL: 7.357
	 Val. Loss: 3.506 |  Val. PPL: 33.329
Epoch: 24 | Time: 0m 26s
	Train Loss: 1.923 | Train PPL: 6.841
	 Val. Loss: 3.522 |  Val. PPL: 33.841
Epoch: 25 | Time: 0m 26s
	Train Loss: 1.842 | Train PPL: 6.311
	 Val. Loss: 3.507 |  Val. PPL: 33.356
Epoch: 26 | Time: 0m 26s
	Train Loss: 1.767 | Train PPL: 5.854
	 Val. Loss: 3.530 |  Val. PPL: 34.136
Epoch: 27 | Time: 0m 26s
	Train Loss: 1.701 | Train PPL: 5.477
	 Val. Loss: 3.623 |  Val. PPL: 37.454
Epoch: 28 | Time: 0m 26s
	Train Loss: 1.634 | Train PPL: 5.126
	 Val. Loss: 3.589 |  Val. PPL: 36.209
Epoch: 29 | Time: 0m 26s
	Train Loss: 1.566 | Train PPL: 4.787
	 Val. Loss: 3.624 |  Val. PPL: 37.484
Epoch: 30 | Time: 0m 26s
	Train Loss: 1.502 | Train PPL: 4.492
	 Val. Loss: 3.686 |  Val. PPL: 39.891
Epoch: 31 | Time: 0m 26s
	Train Loss: 1.435 | Train PPL: 4.198
	 Val. Loss: 3.670 |  Val. PPL: 39.263
Epoch: 32 | Time: 0m 26s
	Train Loss: 1.374 | Train PPL: 3.949
	 Val. Loss: 3.816 |  Val. PPL: 45.412
Epoch: 33 | Time: 0m 26s
	Train Loss: 1.309 | Train PPL: 3.701
	 Val. Loss: 3.768 |  Val. PPL: 43.309
Epoch: 34 | Time: 0m 26s
	Train Loss: 1.256 | Train PPL: 3.512
	 Val. Loss: 3.880 |  Val. PPL: 48.427
Epoch: 35 | Time: 0m 26s
	Train Loss: 1.189 | Train PPL: 3.285
	 Val. Loss: 3.838 |  Val. PPL: 46.449
Epoch: 36 | Time: 0m 26s
	Train Loss: 1.134 | Train PPL: 3.109
	 Val. Loss: 3.994 |  Val. PPL: 54.271
Epoch: 37 | Time: 0m 26s
	Train Loss: 1.088 | Train PPL: 2.968
	 Val. Loss: 4.006 |  Val. PPL: 54.940
Epoch: 38 | Time: 0m 26s
	Train Loss: 1.013 | Train PPL: 2.754
	 Val. Loss: 4.067 |  Val. PPL: 58.397
Epoch: 39 | Time: 0m 26s
	Train Loss: 0.965 | Train PPL: 2.626
	 Val. Loss: 4.109 |  Val. PPL: 60.888
Epoch: 40 | Time: 0m 26s
	Train Loss: 0.923 | Train PPL: 2.516
	 Val. Loss: 4.166 |  Val. PPL: 64.457
Epoch: 41 | Time: 0m 26s
	Train Loss: 0.885 | Train PPL: 2.424
	 Val. Loss: 4.265 |  Val. PPL: 71.176
Epoch: 42 | Time: 0m 26s
	Train Loss: 0.834 | Train PPL: 2.302
	 Val. Loss: 4.279 |  Val. PPL: 72.201
Epoch: 43 | Time: 0m 26s
	Train Loss: 0.798 | Train PPL: 2.222
	 Val. Loss: 4.319 |  Val. PPL: 75.142
Epoch: 44 | Time: 0m 26s
	Train Loss: 0.747 | Train PPL: 2.110
	 Val. Loss: 4.455 |  Val. PPL: 86.070
Epoch: 45 | Time: 0m 26s
	Train Loss: 0.714 | Train PPL: 2.042
	 Val. Loss: 4.460 |  Val. PPL: 86.503
Epoch: 46 | Time: 0m 26s
	Train Loss: 0.662 | Train PPL: 1.938
	 Val. Loss: 4.609 |  Val. PPL: 100.433
Epoch: 47 | Time: 0m 25s
	Train Loss: 0.636 | Train PPL: 1.889
	 Val. Loss: 4.618 |  Val. PPL: 101.242
Epoch: 48 | Time: 0m 26s
	Train Loss: 0.604 | Train PPL: 1.830
	 Val. Loss: 4.697 |  Val. PPL: 109.570
Epoch: 49 | Time: 0m 26s
	Train Loss: 0.561 | Train PPL: 1.753
	 Val. Loss: 4.716 |  Val. PPL: 111.738
Epoch: 50 | Time: 0m 26s
	Train Loss: 0.525 | Train PPL: 1.690
	 Val. Loss: 4.833 |  Val. PPL: 125.572
