The model has 5,701,693 trainable parameters
Epoch: 01 | Time: 0m 20s
	 Val. Loss: 3.712 |  Val. PPL: 40.945
Epoch: 38 | Time: 0m 20s
	Train Loss: 2.054 | Train PPL: 7.799
	 Val. Loss: 3.657 |  Val. PPL: 38.738
Epoch: 39 | Time: 0m 20s
	Train Loss: 2.021 | Train PPL: 7.543
	 Val. Loss: 3.756 |  Val. PPL: 42.790
Epoch: 40 | Time: 0m 20s
	Train Loss: 1.991 | Train PPL: 7.320
	 Val. Loss: 3.637 |  Val. PPL: 37.963
Epoch: 41 | Time: 0m 20s
	Train Loss: 1.934 | Train PPL: 6.921
	 Val. Loss: 3.731 |  Val. PPL: 41.701
Epoch: 42 | Time: 0m 20s
	Train Loss: 1.896 | Train PPL: 6.658
	 Val. Loss: 3.787 |  Val. PPL: 44.124
Epoch: 43 | Time: 0m 20s
	Train Loss: 1.871 | Train PPL: 6.493
	 Val. Loss: 3.762 |  Val. PPL: 43.041
Epoch: 44 | Time: 0m 20s
	Train Loss: 1.822 | Train PPL: 6.186
	 Val. Loss: 3.814 |  Val. PPL: 45.326
Epoch: 45 | Time: 0m 20s
	Train Loss: 1.790 | Train PPL: 5.991
	 Val. Loss: 3.794 |  Val. PPL: 44.429
Epoch: 46 | Time: 0m 20s
	Train Loss: 1.747 | Train PPL: 5.736
	 Val. Loss: 3.842 |  Val. PPL: 46.614
Epoch: 47 | Time: 0m 20s
	Train Loss: 1.728 | Train PPL: 5.632
	 Val. Loss: 3.877 |  Val. PPL: 48.297
Epoch: 48 | Time: 0m 20s
	Train Loss: 1.694 | Train PPL: 5.442
	 Val. Loss: 3.897 |  Val. PPL: 49.277
Epoch: 49 | Time: 0m 21s
	Train Loss: 1.664 | Train PPL: 5.279
	 Val. Loss: 3.859 |  Val. PPL: 47.412
Epoch: 50 | Time: 0m 20s
	Train Loss: 1.624 | Train PPL: 5.073
	 Val. Loss: 3.950 |  Val. PPL: 51.938
